timestamp,event_type,order_id,side,quantity,price,trader_id,target_order_id,symbol
0.4584257527979997,limit,L00000044,buy,75.0,99.99,T20,,SYNTH
0.6286302176326733,market,M00000045,sell,136.0,,TAKER11,,SYNTH
0.64302865961997,limit,L00000046,sell,127.0,100.03,T15,,SYNTH
0.6708578115081378,modify,R00000047,,185.0,99.98,T22,L00000021,SYNTH
0.7302253921597373,limit,L00000048,sell,181.0,100.08,T03,,SYNTH
0.8522487215153419,limit,L00000049,buy,24.0,100.0,T15,,SYNTH
0.8744540203054164,limit,L00000050,buy,105.0,100.0,T04,,SYNTH
0.9086661498159361,market,M00000051,sell,14.0,,TAKER05,,SYNTH
0.9213048010912018,cancel,C00000052,,,,T13,L00000005,SYNTH
0.9912421830783273,limit,L00000053,buy,299.0,99.97,T11,,SYNTH
1.0629066449809272,limit,L00000054,buy,38.0,99.99,T20,,SYNTH
1.160865509555132,limit,L00000055,buy,61.0,99.98,T11,,SYNTH
1.29435985779825,limit,L00000056,sell,49.0,100.12,T02,,SYNTH
1.3179150427543758,limit,L00000057,buy,17.0,100.0,T04,,SYNTH
1.3238071413025114,limit,L00000058,sell,69.0,100.13,T08,,SYNTH
1.3511393593241312,limit,L00000059,buy,34.0,100.02,T10,,SYNTH
1.4296337672363832,limit,L00000060,sell,92.0,100.18,T21,,SYNTH
1.5890206137046237,limit,L00000061,buy,175.0,100.07,T13,,SYNTH
1.6068988322694238,limit,L00000062,sell,14.0,100.15,T06,,SYNTH
1.6666535995237153,cancel,C00000063,,,,T12,L00000055,SYNTH
1.6986591756372529,limit,L00000064,sell,36.0,100.17,T16,,SYNTH
1.7498097359049862,limit,L00000065,sell,111.0,100.15,T18,,SYNTH
1.758863498906882,market,M00000066,sell,21.0,,TAKER08,,SYNTH
1.7619157945903474,limit,L00000067,sell,83.0,100.19,T23,,SYNTH
1.8091931324555162,limit,L00000068,buy,87.0,100.08,T23,,SYNTH
1.9228338002332968,limit,L00000069,buy,59.0,100.08,T24,,SYNTH
2.078186374724473,cancel,C00000070,,,,T09,L00000010,SYNTH
2.1024905464232804,limit,L00000071,sell,273.0,100.26,T03,,SYNTH
2.16195123381761,limit,L00000072,sell,20.0,100.29,T12,,SYNTH
2.1790201157428624,limit,L00000073,sell,23.0,100.24,T21,,SYNTH
2.1800773248053567,limit,L00000074,sell,30.0,100.19,T22,,SYNTH
2.180524047423585,market,M00000075,buy,32.0,,TAKER01,,SYNTH
2.27993159702467,limit,L00000076,buy,38.0,100.16,T03,,SYNTH
2.387687196143843,limit,L00000077,buy,125.0,100.14,T18,,SYNTH
2.39241171355011,limit,L00000078,sell,26.0,100.17,T03,,SYNTH
2.4812215583225337,cancel,C00000079,,,,T08,L00000041,SYNTH
2.6512205923422445,limit,L00000080,buy,141.0,100.11,T10,,SYNTH
2.6524942141610874,limit,L00000081,sell,20.0,100.23,T10,,SYNTH
2.7008952705065123,limit,L00000082,buy,86.0,100.14,T14,,SYNTH
2.7062820064817927,limit,L00000083,buy,310.0,100.14,T20,,SYNTH
2.715707638529152,limit,L00000084,sell,31.0,100.26,T01,,SYNTH
2.7166894919147375,limit,L00000085,buy,127.0,100.18,T22,,SYNTH
2.827016807156663,limit,L00000086,sell,286.0,100.21,T11,,SYNTH
2.923305192934432,limit,L00000087,buy,86.0,100.18,T18,,SYNTH
2.9361772939728024,limit,L00000088,sell,168.0,100.21,T08,,SYNTH
2.9846876941561105,cancel,C00000089,,,,T23,L00000008,SYNTH
3.013202772547394,limit,L00000090,sell,11.0,100.21,T21,,SYNTH
3.084298841278668,limit,L00000091,buy,107.0,100.15,T08,,SYNTH
3.1603150607363335,market,M00000092,sell,15.0,,TAKER06,,SYNTH
3.1832747971153066,limit,L00000093,sell,112.0,100.22,T09,,SYNTH
3.3910357591468254,limit,L00000094,buy,76.0,100.17,T17,,SYNTH
3.424810823289717,cancel,C00000095,,,,T19,L00000061,SYNTH
3.597070536045588,market,M00000096,sell,78.0,,TAKER11,,SYNTH
3.633925035649124,modify,R00000097,,10.0,100.25,T12,L00000073,SYNTH
3.6656348669122107,market,M00000098,sell,92.0,,TAKER11,,SYNTH
3.669456263624937,market,M00000099,sell,112.0,,TAKER01,,SYNTH
3.676714381312012,market,M00000100,sell,93.0,,TAKER08,,SYNTH
3.7965578193609035,limit,L00000101,sell,8.0,100.27,T03,,SYNTH
3.86624608609781,market,M00000102,sell,263.0,,TAKER04,,SYNTH
3.912944055281139,cancel,C00000103,,,,T12,L00000020,SYNTH
3.930309392089412,limit,L00000104,buy,150.0,100.1,T16,,SYNTH
4.008042105308611,limit,L00000105,sell,94.0,100.23,T08,,SYNTH
4.069113992600586,limit,L00000106,buy,280.0,100.14,T04,,SYNTH
4.079905166271224,market,M00000107,sell,41.0,,TAKER02,,SYNTH
4.0858918590255,limit,L00000108,buy,4.0,100.13,T08,,SYNTH
4.16148554801725,limit,L00000109,buy,26.0,100.17,T19,,SYNTH
4.245701081452924,limit,L00000110,buy,109.0,100.16,T04,,SYNTH
4.2695651875955285,market,M00000111,sell,58.0,,TAKER01,,SYNTH
4.301149463522168,cancel,C00000112,,,,T02,L00000054,SYNTH
4.406198875818124,cancel,C00000113,,,,T01,L00000011,SYNTH
4.409839308873296,limit,L00000114,buy,9.0,100.16,T15,,SYNTH
4.420662523894311,limit,L00000115,sell,26.0,100.19,T23,,SYNTH
4.445100936769978,limit,L00000116,sell,112.0,100.23,T10,,SYNTH
4.445632592015523,market,M00000117,sell,174.0,,TAKER02,,SYNTH
4.5030940345113075,limit,L00000118,buy,96.0,100.14,T24,,SYNTH
4.600597198394526,limit,L00000119,sell,52.0,100.17,T07,,SYNTH
4.605849732404145,limit,L00000120,sell,103.0,100.22,T21,,SYNTH
4.785152086098873,market,M00000121,sell,15.0,,TAKER11,,SYNTH
4.786132286615143,cancel,C00000122,,,,T16,L00000062,SYNTH
4.818916773323888,market,M00000123,buy,82.0,,TAKER05,,SYNTH
4.981961961520526,market,M00000124,sell,198.0,,TAKER09,,SYNTH
5.009254964801617,limit,L00000125,sell,332.0,100.25,T20,,SYNTH
5.106463479699674,limit,L00000126,sell,195.0,100.28,T13,,SYNTH
5.1174919565634305,market,M00000127,buy,22.0,,TAKER06,,SYNTH
5.318040605830895,limit,L00000128,buy,96.0,100.22,T12,,SYNTH
5.33487745475091,limit,L00000129,buy,92.0,100.18,T08,,SYNTH
5.345417218975516,limit,L00000130,buy,70.0,100.11,T08,,SYNTH
5.382870354327288,limit,L00000131,buy,56.0,100.17,T21,,SYNTH
5.409693526265151,limit,L00000132,sell,359.0,100.23,T23,,SYNTH
5.41716777027666,limit,L00000133,buy,197.0,100.15,T06,,SYNTH
5.549399049420072,limit,L00000134,buy,109.0,100.18,T23,,SYNTH
5.585547954402707,limit,L00000135,buy,138.0,100.17,T04,,SYNTH
5.6840227030322845,limit,L00000136,buy,117.0,100.14,T03,,SYNTH
5.713231231532789,modify,R00000137,,139.0,100.1,T17,L00000018,SYNTH
5.719367294079829,market,M00000138,sell,204.0,,TAKER04,,SYNTH
5.774246313072624,limit,L00000139,buy,102.0,100.12,T19,,SYNTH
5.796272045584762,market,M00000140,sell,12.0,,TAKER07,,SYNTH
5.927138172898062,limit,L00000141,sell,127.0,100.28,T11,,SYNTH
6.011219392319948,limit,L00000142,sell,91.0,100.27,T18,,SYNTH
6.018873254272389,limit,L00000143,sell,157.0,100.29,T10,,SYNTH
6.058759834850828,limit,L00000144,buy,66.0,100.17,T05,,SYNTH
6.075705912846298,limit,L00000145,buy,126.0,100.2,T17,,SYNTH
6.107555242742283,limit,L00000146,buy,223.0,100.19,T08,,SYNTH
6.154641726664859,cancel,C00000147,,,,T21,L00000059,SYNTH
6.193507329891301,limit,L00000148,buy,63.0,100.17,T08,,SYNTH
6.240490621329238,limit,L00000149,sell,262.0,100.31,T16,,SYNTH
6.282449549835662,market,M00000150,sell,33.0,,TAKER04,,SYNTH
6.307277263264854,limit,L00000151,sell,20.0,100.3,T10,,SYNTH
6.329014806453869,limit,L00000152,sell,137.0,100.35,T04,,SYNTH
6.461626380646856,limit,L00000153,buy,100.0,100.17,T14,,SYNTH
6.49367222412822,market,M00000154,buy,135.0,,TAKER04,,SYNTH
6.517483297430911,market,M00000155,sell,28.0,,TAKER06,,SYNTH
6.566099356735749,limit,L00000156,sell,216.0,100.18,T22,,SYNTH
6.594592032501424,market,M00000157,buy,53.0,,TAKER09,,SYNTH
6.605474767376648,market,M00000158,sell,177.0,,TAKER10,,SYNTH
6.673810813421087,limit,L00000159,sell,11.0,100.13,T09,,SYNTH
6.7414042845202715,market,M00000160,buy,74.0,,TAKER10,,SYNTH
6.771045520663524,market,M00000161,sell,12.0,,TAKER02,,SYNTH
6.913231284616765,market,M00000162,sell,228.0,,TAKER06,,SYNTH
6.935611416101405,market,M00000163,sell,29.0,,TAKER01,,SYNTH
6.962973246309851,limit,L00000164,sell,26.0,100.08,T01,,SYNTH
7.027826642333096,cancel,C00000165,,,,T02,L00000076,SYNTH
7.03384195729981,limit,L00000166,buy,66.0,100.03,T05,,SYNTH
7.062149599074363,limit,L00000167,buy,185.0,100.01,T07,,SYNTH
7.272480913576301,limit,L00000168,buy,241.0,99.96,T03,,SYNTH
7.355951313404068,limit,L00000169,buy,149.0,99.92,T23,,SYNTH
7.393471411609842,limit,L00000170,buy,151.0,99.93,T04,,SYNTH
7.403538518202975,limit,L00000171,buy,71.0,99.96,T16,,SYNTH
7.431323968172089,market,M00000172,sell,30.0,,TAKER11,,SYNTH
7.510891180965642,limit,L00000173,buy,69.0,100.08,T13,,SYNTH
7.541191487083008,cancel,C00000174,,,,T21,L00000042,SYNTH
7.5499666325544705,market,M00000175,buy,2.0,,TAKER08,,SYNTH
7.616834590182985,limit,L00000176,buy,170.0,100.07,T11,,SYNTH
7.656470630674371,limit,L00000177,sell,63.0,100.15,T14,,SYNTH
7.695381932482409,limit,L00000178,sell,343.0,100.11,T04,,SYNTH
7.708835376553163,market,M00000179,buy,52.0,,TAKER05,,SYNTH
7.76738149244512,limit,L00000180,buy,292.0,100.05,T01,,SYNTH
7.784488244072073,cancel,C00000181,,,,T10,L00000029,SYNTH
7.824639282476722,limit,L00000182,sell,205.0,100.06,T11,,SYNTH
7.959740603675559,limit,L00000183,sell,122.0,100.09,T22,,SYNTH
8.166545904346417,limit,L00000184,buy,107.0,100.1,T22,,SYNTH
8.248678091688928,limit,L00000185,buy,363.0,100.12,T24,,SYNTH
8.26129186140218,limit,L00000186,sell,224.0,100.23,T20,,SYNTH
8.345162122166105,limit,L00000187,sell,161.0,100.08,T09,,SYNTH
8.363496056186792,limit,L00000188,sell,231.0,100.06,T04,,SYNTH
8.499042669227393,limit,L00000189,buy,246.0,99.99,T05,,SYNTH
8.513060994469047,market,M00000190,sell,164.0,,TAKER02,,SYNTH
8.527446277990737,limit,L00000191,sell,200.0,100.01,T05,,SYNTH
8.725337316536207,cancel,C00000192,,,,T19,L00000130,SYNTH
8.728906987925836,modify,R00000193,,321.0,100.01,T12,L00000030,SYNTH
8.734572189809855,modify,R00000194,,117.0,99.97,T18,L00000003,SYNTH
8.741360698215182,market,M00000195,sell,68.0,,TAKER01,,SYNTH
8.837286627941056,market,M00000196,buy,65.0,,TAKER06,,SYNTH
8.846480911443415,market,M00000197,sell,53.0,,TAKER06,,SYNTH
8.849439562627557,limit,L00000198,buy,191.0,100.12,T22,,SYNTH
8.871389256516263,limit,L00000199,buy,88.0,100.11,T04,,SYNTH
8.884295842233737,limit,L00000200,sell,88.0,100.15,T20,,SYNTH
8.892954610517242,limit,L00000201,sell,158.0,100.05,T07,,SYNTH
8.94373373986494,limit,L00000202,sell,129.0,100.1,T16,,SYNTH
8.969571469033307,limit,L00000203,buy,196.0,100.02,T24,,SYNTH
9.014924598966818,cancel,C00000204,,,,T04,L00000019,SYNTH
9.072590437011913,limit,L00000205,buy,149.0,99.99,T06,,SYNTH
9.076870479089216,limit,L00000206,sell,172.0,99.99,T24,,SYNTH
9.109831402135494,limit,L00000207,buy,34.0,99.9,T01,,SYNTH
9.27628756857799,market,M00000208,buy,15.0,,TAKER05,,SYNTH
9.331556029655312,limit,L00000209,sell,37.0,99.96,T04,,SYNTH
9.349962036017892,market,M00000210,sell,30.0,,TAKER05,,SYNTH
9.373048116671871,market,M00000211,sell,150.0,,TAKER02,,SYNTH
9.392909932139647,market,M00000212,sell,80.0,,TAKER03,,SYNTH
9.410553163618633,market,M00000213,buy,83.0,,TAKER01,,SYNTH
9.463941752439991,market,M00000214,sell,201.0,,TAKER02,,SYNTH
9.588476189162263,market,M00000215,buy,146.0,,TAKER11,,SYNTH
9.63058315902954,limit,L00000216,sell,66.0,100.04,T08,,SYNTH
9.805940364518769,limit,L00000217,sell,61.0,100.03,T07,,SYNTH
9.814793954700818,modify,R00000218,,38.0,100.04,T09,L00000115,SYNTH
9.96137382391536,market,M00000219,buy,58.0,,TAKER06,,SYNTH
10.004633845469366,market,M00000220,sell,48.0,,TAKER10,,SYNTH
10.087966642531732,market,M00000221,buy,78.0,,TAKER05,,SYNTH
10.093791066735273,cancel,C00000222,,,,T08,L00000202,SYNTH
10.104449189336496,cancel,C00000223,,,,T11,L00000046,SYNTH
10.204071331858717,market,M00000224,buy,140.0,,TAKER08,,SYNTH
10.367566723752901,cancel,C00000225,,,,T23,L00000144,SYNTH
10.389638233844074,limit,L00000226,buy,89.0,100.0,T24,,SYNTH
10.48719781837224,limit,L00000227,sell,10.0,100.05,T13,,SYNTH
10.505298053954993,limit,L00000228,buy,60.0,99.91,T06,,SYNTH
10.542649694769704,limit,L00000229,buy,24.0,99.95,T17,,SYNTH
10.605408247202428,limit,L00000230,sell,14.0,100.13,T04,,SYNTH
10.748864847949777,limit,L00000231,buy,214.0,100.02,T11,,SYNTH
10.900260830511318,limit,L00000232,sell,11.0,100.06,T23,,SYNTH
10.943678718673862,cancel,C00000233,,,,T12,L00000077,SYNTH
10.988015844907995,limit,L00000234,buy,51.0,99.96,T01,,SYNTH
11.020100412711669,limit,L00000235,sell,57.0,100.05,T16,,SYNTH
11.067998633926802,market,M00000236,sell,4.0,,TAKER04,,SYNTH
11.083017159589788,limit,L00000237,sell,94.0,100.09,T17,,SYNTH
11.111513482374733,market,M00000238,sell,66.0,,TAKER10,,SYNTH
11.190085895106197,market,M00000239,buy,24.0,,TAKER06,,SYNTH
11.19413890441942,limit,L00000240,sell,30.0,99.98,T03,,SYNTH
11.227041603643979,limit,L00000241,sell,85.0,100.0,T13,,SYNTH
11.291426821885745,limit,L00000242,sell,35.0,100.07,T09,,SYNTH
11.30482337521688,cancel,C00000243,,,,T21,L00000132,SYNTH
11.333878898328585,limit,L00000244,buy,28.0,99.9,T08,,SYNTH
11.371020384557887,limit,L00000245,sell,21.0,99.92,T17,,SYNTH
11.37384786003742,market,M00000246,buy,36.0,,TAKER03,,SYNTH
11.389682971098768,cancel,C00000247,,,,T05,L00000230,SYNTH
11.577681265659457,limit,L00000248,sell,24.0,99.94,T13,,SYNTH
11.746339106023152,limit,L00000249,sell,13.0,99.85,T04,,SYNTH
11.749843735126682,market,M00000250,sell,13.0,,TAKER09,,SYNTH
11.828175509220607,limit,L00000251,sell,3.0,99.82,T17,,SYNTH
11.83223235744735,market,M00000252,sell,78.0,,TAKER01,,SYNTH
11.860268685113077,limit,L00000253,sell,47.0,99.85,T07,,SYNTH
11.865434983031747,limit,L00000254,buy,73.0,99.76,T07,,SYNTH
11.879369326081079,limit,L00000255,buy,115.0,99.76,T08,,SYNTH
11.935953694192701,limit,L00000256,buy,21.0,99.74,T18,,SYNTH
11.950502106965418,limit,L00000257,sell,38.0,99.87,T19,,SYNTH
11.977926125186295,modify,R00000258,,15.0,99.79,T13,L00000048,SYNTH
12.034509603640837,limit,L00000259,sell,40.0,99.83,T14,,SYNTH
12.116340330515715,market,M00000260,sell,11.0,,TAKER05,,SYNTH
12.18725337183086,limit,L00000261,buy,45.0,99.8,T01,,SYNTH
12.210262475189621,limit,L00000262,buy,21.0,99.79,T18,,SYNTH
12.307144239440632,limit,L00000263,buy,91.0,99.78,T12,,SYNTH
12.40759179042449,market,M00000264,sell,218.0,,TAKER02,,SYNTH
12.444829243692531,limit,L00000265,sell,31.0,99.87,T19,,SYNTH
12.464426453435602,limit,L00000266,buy,3.0,99.78,T08,,SYNTH
12.465019071238856,limit,L00000267,sell,28.0,99.82,T01,,SYNTH
12.584892344137858,market,M00000268,sell,126.0,,TAKER09,,SYNTH
12.597180668914193,limit,L00000269,sell,27.0,99.86,T19,,SYNTH
12.772153759236385,limit,L00000270,buy,59.0,99.77,T07,,SYNTH
12.912585167936578,limit,L00000271,buy,43.0,99.81,T11,,SYNTH
12.92574454014107,limit,L00000272,sell,30.0,99.88,T24,,SYNTH
13.092307671917549,limit,L00000273,sell,31.0,99.87,T07,,SYNTH
13.119992387051658,limit,L00000274,sell,39.0,99.87,T13,,SYNTH
13.142418083594501,limit,L00000275,buy,21.0,99.8,T18,,SYNTH
13.154079212388334,cancel,C00000276,,,,T03,L00000261,SYNTH
13.166031218317855,limit,L00000277,buy,13.0,99.78,T10,,SYNTH
13.172153681919267,limit,L00000278,sell,6.0,99.9,T16,,SYNTH
13.177155073027167,limit,L00000279,buy,42.0,99.82,T09,,SYNTH
13.186404512955013,limit,L00000280,buy,44.0,99.78,T19,,SYNTH
13.333793410143183,market,M00000281,buy,135.0,,TAKER01,,SYNTH
13.376294591021695,market,M00000282,sell,68.0,,TAKER02,,SYNTH
13.396457383948363,limit,L00000283,buy,51.0,99.85,T21,,SYNTH
13.448025129416592,cancel,C00000284,,,,T19,L00000201,SYNTH
13.47158729580374,limit,L00000285,sell,24.0,99.89,T08,,SYNTH
13.477081098447231,limit,L00000286,buy,84.0,99.78,T19,,SYNTH
13.497789337375647,limit,L00000287,buy,35.0,99.64,T04,,SYNTH
13.501163297020906,limit,L00000288,buy,65.0,99.64,T08,,SYNTH
13.513887230560796,market,M00000289,buy,80.0,,TAKER03,,SYNTH
13.608129827711963,limit,L00000290,buy,93.0,99.74,T02,,SYNTH
13.717556406555595,limit,L00000291,buy,19.0,99.67,T02,,SYNTH
13.778942811496332,modify,R00000292,,74.0,99.85,T07,L00000118,SYNTH
13.899069369835212,limit,L00000293,buy,33.0,99.81,T11,,SYNTH
13.952419079119885,limit,L00000294,sell,47.0,99.91,T24,,SYNTH
14.008658535496313,modify,R00000295,,307.0,99.86,T21,L00000081,SYNTH
14.057635471708405,limit,L00000296,sell,267.0,99.94,T05,,SYNTH
14.108957842892778,limit,L00000297,sell,127.0,99.97,T14,,SYNTH
14.206648455294498,limit,L00000298,buy,214.0,99.86,T03,,SYNTH
14.20930342693312,limit,L00000299,sell,5.0,99.9,T22,,SYNTH
14.258406046942545,limit,L00000300,sell,162.0,99.9,T08,,SYNTH
14.305658028477026,limit,L00000301,sell,125.0,99.87,T05,,SYNTH
14.33035283261518,market,M00000302,buy,136.0,,TAKER04,,SYNTH
14.461656079793762,limit,L00000303,buy,5.0,99.65,T08,,SYNTH
14.52108914630385,limit,L00000304,buy,58.0,99.78,T21,,SYNTH
14.614569757399313,limit,L00000305,buy,98.0,99.69,T23,,SYNTH
14.645904182018935,limit,L00000306,sell,122.0,99.76,T24,,SYNTH
14.770665723928843,limit,L00000307,sell,73.0,99.87,T19,,SYNTH
14.783427716194508,limit,L00000308,sell,107.0,99.91,T17,,SYNTH
14.79828005035436,limit,L00000309,buy,54.0,99.71,T09,,SYNTH
14.833836935688081,cancel,C00000310,,,,T02,L00000053,SYNTH
15.013518607489072,limit,L00000311,sell,317.0,99.81,T05,,SYNTH
15.060791093122136,limit,L00000312,buy,118.0,99.67,T06,,SYNTH
15.072129135295796,market,M00000313,buy,2.0,,TAKER07,,SYNTH
15.072844367774607,market,M00000314,sell,193.0,,TAKER08,,SYNTH
15.103787106483018,modify,R00000315,,61.0,99.95,T12,L00000125,SYNTH
15.187704505542186,cancel,C00000316,,,,T10,L00000271,SYNTH
15.226078346875799,limit,L00000317,buy,63.0,100.03,T03,,SYNTH
15.299821581421952,limit,L00000318,sell,155.0,100.14,T14,,SYNTH
15.306826355193115,limit,L00000319,buy,352.0,100.02,T19,,SYNTH
15.351173595223113,limit,L00000320,sell,9.0,100.03,T10,,SYNTH
15.436203921347987,cancel,C00000321,,,,T22,L00000285,SYNTH
15.437552782613455,limit,L00000322,buy,114.0,100.14,T17,,SYNTH
15.455607481130405,market,M00000323,buy,58.0,,TAKER06,,SYNTH
15.497053951918007,market,M00000324,sell,27.0,,TAKER02,,SYNTH
15.619034801552749,limit,L00000325,buy,203.0,100.39,T08,,SYNTH
15.691389722448237,cancel,C00000326,,,,T15,L00000279,SYNTH
15.716843631275344,limit,L00000327,buy,56.0,100.33,T03,,SYNTH
15.775828450426374,limit,L00000328,sell,63.0,100.34,T19,,SYNTH
15.812916457194726,limit,L00000329,sell,100.0,100.36,T12,,SYNTH
15.840716839734544,market,M00000330,sell,102.0,,TAKER09,,SYNTH
15.891892392592641,market,M00000331,buy,315.0,,TAKER09,,SYNTH
15.911218173261053,modify,R00000332,,64.0,100.33,T23,L00000135,SYNTH
15.923641702210643,limit,L00000333,sell,108.0,100.33,T22,,SYNTH
15.946058972212855,limit,L00000334,buy,196.0,100.22,T03,,SYNTH
15.950231992830517,market,M00000335,buy,11.0,,TAKER07,,SYNTH
15.970630743874297,limit,L00000336,sell,111.0,100.15,T22,,SYNTH
16.010157397149285,limit,L00000337,sell,269.0,100.17,T08,,SYNTH
16.20378370030875,market,M00000338,buy,60.0,,TAKER03,,SYNTH
16.27833479066848,limit,L00000339,buy,55.0,99.89,T06,,SYNTH
16.295757734908335,limit,L00000340,sell,481.0,99.97,T12,,SYNTH
16.35786522914994,modify,R00000341,,71.0,99.89,T12,L00000262,SYNTH
16.365840743334722,limit,L00000342,buy,255.0,99.94,T02,,SYNTH
16.372539290441253,cancel,C00000343,,,,T07,L00000266,SYNTH
16.41170714776256,limit,L00000344,sell,82.0,99.94,T06,,SYNTH
16.417498872531926,market,M00000345,sell,54.0,,TAKER06,,SYNTH
16.41834748817366,limit,L00000346,buy,216.0,99.88,T15,,SYNTH
16.523212511337785,limit,L00000347,sell,137.0,99.89,T12,,SYNTH
16.5674857750294,limit,L00000348,buy,86.0,99.85,T21,,SYNTH
16.64072547007413,limit,L00000349,sell,184.0,99.93,T23,,SYNTH
16.655252310087,limit,L00000350,buy,36.0,99.88,T08,,SYNTH
16.710282425906144,limit,L00000351,buy,214.0,99.91,T04,,SYNTH
16.757522029583317,limit,L00000352,buy,61.0,99.94,T11,,SYNTH
16.779128322665525,limit,L00000353,sell,37.0,100.02,T23,,SYNTH
16.786054368358645,limit,L00000354,buy,80.0,100.01,T21,,SYNTH
16.879981630944307,market,M00000355,buy,28.0,,TAKER04,,SYNTH
16.924574280887388,limit,L00000356,sell,37.0,100.05,T22,,SYNTH
16.925587898762533,limit,L00000357,buy,83.0,99.93,T13,,SYNTH
17.07709755094206,cancel,C00000358,,,,T20,L00000296,SYNTH
17.088860166559037,limit,L00000359,sell,106.0,100.0,T15,,SYNTH
17.10647907400662,market,M00000360,buy,65.0,,TAKER11,,SYNTH
17.171393517205065,limit,L00000361,sell,130.0,100.17,T18,,SYNTH
17.18323359533222,limit,L00000362,buy,57.0,100.03,T04,,SYNTH
17.196858318710362,cancel,C00000363,,,,T19,L00000115,SYNTH
17.3268361975855,market,M00000364,buy,29.0,,TAKER02,,SYNTH
17.32875785297518,market,M00000365,sell,90.0,,TAKER09,,SYNTH
17.332365886676023,limit,L00000366,sell,40.0,100.0,T10,,SYNTH
17.372023254733307,limit,L00000367,sell,102.0,99.94,T04,,SYNTH
17.450500551749762,limit,L00000368,sell,164.0,100.0,T23,,SYNTH
17.639913797951777,limit,L00000369,sell,410.0,100.0,T22,,SYNTH
17.708280762653246,limit,L00000370,buy,375.0,100.01,T07,,SYNTH
17.722380240264354,limit,L00000371,buy,266.0,100.01,T18,,SYNTH
17.7779771020034,limit,L00000372,sell,310.0,99.95,T15,,SYNTH
17.789111619996163,limit,L00000373,sell,87.0,99.99,T05,,SYNTH
17.83620049170927,limit,L00000374,sell,77.0,99.87,T02,,SYNTH
17.870846001746383,market,M00000375,sell,57.0,,TAKER07,,SYNTH
17.909879525354384,market,M00000376,buy,59.0,,TAKER04,,SYNTH
17.936863381848006,limit,L00000377,buy,278.0,99.65,T08,,SYNTH
17.967854606656182,cancel,C00000378,,,,T11,L00000048,SYNTH
